Rate: 50 Hz
      Fx,        Fy,        Fz,        Mx,        My,        Mz
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00033, -0.00070, -0.73798, -0.07604,  0.37134,  0.03133
 0.00000,  0.00000,  0.00000, -0.22290,  0.37201, -0.03143
-0.00083,  0.00176,  1.84491,  0.15292,  0.37376, -0.06261
 0.00000,  0.00000,  0.00000,  0.00000,  0.66962,  0.00000
-0.00017,  0.00035,  0.36899, -0.07344,  0.67004,  0.12579
 0.00050, -0.00106, -1.10699, -0.07691,  0.37100,  0.15701
-0.00066,  0.00141,  1.47595, -0.21944, -0.07302,  0.06308
 0.00000,  0.00000,  0.00000,  0.00000,  0.37201, -0.12573
-0.00017,  0.00035,  0.36899,  0.14945,  0.22357,  0.09435
-0.00083,  0.00176,  1.84491,  0.52438,  0.29935,  0.03170
 0.00066, -0.00141, -1.47595, -0.07778,  0.59387, -0.06308
-0.00066,  0.00141,  1.47595,  0.07777,  0.29903,  0.00021
 0.00033, -0.00070, -0.73798, -0.15034,  0.22253, -0.00010
-0.00083,  0.00176,  1.84491,  0.00434, -0.22148,  0.03170
-0.00033,  0.00070,  0.73798, -0.07257,  0.22392,  0.09441
-0.00017,  0.00035,  0.36899,  0.07516,  0.29799,  0.00005
 0.00033, -0.00070, -0.73798, -0.00174,  0.29694,  0.03133
-0.00017,  0.00035,  0.36899,  0.14945,  0.59561,  0.09435
-0.00066,  0.00141,  1.47595, -0.07083,  0.29903,  0.06308
 0.00000,  0.00000,  0.00000,  0.07430,  0.07441, -0.09430
 0.00050, -0.00106, -1.10699,  0.14599,  0.51984,  0.03128
-0.00033,  0.00070,  0.73798,  0.22462,  0.00069, -0.03133
 0.00000,  0.00000,  0.00000,  0.14860,  0.29762, -0.09430
 0.00116, -0.00246, -2.58289, -0.08038,  0.51846, -0.15754
 0.00017, -0.00035, -0.36899, -0.00087,  0.22287,  0.09425
 0.01803,  0.01702, 12.56006, -0.57251,  1.27515, -0.79547
 0.00116, -0.00246, -2.58289, -0.15469,  1.33691,  0.18823
 0.00265, -0.00563, -5.90381, -0.45972,  0.21770, -0.15801
-0.00017,  0.00035,  0.36899, -0.37064,  1.04205, -0.03138
 0.00050, -0.00106, -1.10699, -0.00261,  0.59424, -0.12589
 0.00199, -0.00423, -4.42798,  0.06387,  1.26080, -0.12637
-0.00050,  0.00106,  1.10699, -0.14600,  1.04279, -0.21989
 0.00050, -0.00106, -1.10699, -0.07691,  0.81744, -0.31450
 0.00017, -0.00035, -0.36899, -0.14947,  0.29729, -0.09436
 0.00099, -0.00211, -2.21399, -0.52533,  1.18848, -0.06318
 0.00083, -0.00176, -1.84491,  0.14425,  0.74234, -0.18887
-0.00017,  0.00035,  0.36899, -0.14774,  0.89325,  0.00005
 0.00132, -0.00282, -2.95190, -0.00695,  0.81570, -0.06329
 0.00050, -0.00106, -1.10699, -0.22551,  1.26385, -0.18877
 0.00182, -0.00387, -4.05884, -0.08385,  0.66586, -0.18918
 0.00099, -0.00211, -2.21399,  0.14338,  1.11414, -0.12605
 0.00099, -0.00211, -2.21399, -0.00521,  1.18848, -0.06318
 0.00033, -0.00070, -0.73798, -0.00174,  0.74335, -0.06297
 0.00000,  0.00000,  0.00000, -0.22290,  0.59525, -0.15717
 0.00066, -0.00141, -1.47595, -0.22638,  1.04034, -0.09452
 0.00050, -0.00106, -1.10699, -0.67133,  0.96628, -0.09446
 0.00050, -0.00106, -1.10699, -0.07691,  0.66864, -0.00016
 0.00149, -0.00317, -3.32080, -0.23073,  0.74097, -0.09478
-0.00017,  0.00035,  0.36899, -0.22205,  0.81885, -0.06282
 0.00116, -0.00246, -2.58289, -0.22899,  0.96494, -0.09467
 0.00099, -0.00211, -2.21399, -0.00521,  1.11414, -0.03175
 0.00099, -0.00211, -2.21399, -0.15382,  1.03967, -0.00031
 0.00083, -0.00176, -1.84491, -0.07864,  0.74234, -0.00026
 0.00099, -0.00211, -2.21399, -0.45102,  0.96527, -0.06318
 0.00033, -0.00070, -0.73798, -0.44756,  1.11548,  0.03133
 0.00099, -0.00211, -2.21399, -0.15382,  1.26282, -0.18892
 0.00149, -0.00317, -3.32080, -0.30504,  0.51779,  0.09383
-0.00066,  0.00141,  1.47595, -0.29375,  0.37343,  0.03164
 0.00017, -0.00035, -0.36899, -0.22378,  1.04138, -0.09436
 0.00083, -0.00176, -1.84491, -0.37585,  1.11444, -0.15743
 0.00066, -0.00141, -1.47595, -0.30067,  0.96594, -0.15738
 0.00017, -0.00035, -0.36899, -0.37238,  0.96698, -0.06292
 0.00099, -0.00211, -2.21399, -0.00521,  1.03967, -0.18892
 0.00000,  0.00000,  0.00000, -0.22290,  0.59525, -0.12573
 0.00017, -0.00035, -0.36899, -0.22378,  0.89255, -0.03149
 0.00083, -0.00176, -1.84491, -0.45016,  0.89114, -0.06313
 0.00033, -0.00070, -0.73798, -0.44756,  0.89218, -0.09441
 0.00066, -0.00141, -1.47595, -0.22638,  0.74268, -0.12595
 0.00116, -0.00246, -2.58289, -0.00608,  0.96494, -0.25185
-0.00017,  0.00035,  0.36899,  0.07516,  1.04205, -0.12569
 0.00050, -0.00106, -1.10699, -0.22551,  1.26385, -0.28307
 0.00083, -0.00176, -1.84491, -0.15295,  1.04004, -0.15743
 0.00000,  0.00000,  0.00000, -0.07430,  0.96725, -0.25146
 0.00099, -0.00211, -2.21399, -0.37671,  0.66760, -0.18892
 0.00033, -0.00070, -0.73798, -0.37325,  0.96664, -0.12585
 0.00066, -0.00141, -1.47595, -0.30067,  0.96594, -0.03164
 0.00050, -0.00106, -1.10699, -0.52271,  0.74304, -0.18877
 0.00000,  0.00000,  0.00000, -0.14860,  0.89282, -0.09430
 0.00017, -0.00035, -0.36899, -0.44670,  0.89255, -0.06292
 0.00066, -0.00141, -1.47595, -0.00347,  1.11475, -0.12595
 0.00116, -0.00246, -2.58289,  0.06821,  0.89047, -0.15754
 0.00083, -0.00176, -1.84491, -0.15295,  0.96561,  0.03117
 0.00066, -0.00141, -1.47595, -0.22638,  0.81708, -0.15738
 0.00629, -0.01338, -14.02148, -0.33020,  0.73099, -0.09629
 0.00017, -0.00035, -0.36899, -0.14947,  0.96698, -0.12579
 0.00000,  0.00000,  0.00000, -0.37149,  0.74402,  0.03143
 0.00099, -0.00211, -2.21399, -0.37671,  1.11414, -0.22035
 0.00066, -0.00141, -1.47595, -0.00347,  1.11475, -0.18882
 0.00083, -0.00176, -1.84491, -0.15295,  1.04004, -0.15743
 0.00199, -0.00423, -4.42798,  0.06387,  0.96323, -0.09493
 0.00066, -0.00141, -1.47595, -0.30067,  0.96594, -0.09452
 0.00050, -0.00106, -1.10699, -0.22551,  0.81744,  0.06271
 0.00149, -0.00317, -3.32080, -0.23073,  1.26178, -0.15764
 0.00116, -0.00246, -2.58289, -0.08038,  1.11377, -0.22041
 0.00066, -0.00141, -1.47595, -0.15208,  0.96594, -0.22025
 0.00066, -0.00141, -1.47595, -0.00347,  0.96594, -0.09452
 0.00066, -0.00141, -1.47595, -0.22638,  0.96594, -0.15738
 0.00116, -0.00246, -2.58289, -0.52618,  1.03937, -0.15754
 0.00149, -0.00317, -3.32080, -0.82516,  0.74097, -0.12621
 0.00066, -0.00141, -1.47595, -0.00347,  0.89148, -0.09452
 0.00099, -0.00211, -2.21399, -0.37671,  1.18848, -0.09462
 0.00083, -0.00176, -1.84491, -0.15295,  1.18878, -0.03170
 0.00083, -0.00176, -1.84491, -0.15295,  0.96561, -0.15743
 0.00000,  0.00000,  0.00000, -0.22290,  1.26483, -0.12573
 0.00066, -0.00141, -1.47595, -0.37497,  1.04034, -0.09452
 0.00050, -0.00106, -1.10699,  0.07169,  0.96628, -0.15733
 0.00099, -0.00211, -2.21399, -0.07951,  0.74200, -0.15749
 0.00099, -0.00211, -2.21399, -0.15382,  0.96527, -0.09462
 0.00083, -0.00176, -1.84491, -0.00434,  0.89114, -0.22031
 0.00116, -0.00246, -2.58289, -0.15469,  0.89047, -0.18898
 0.00116, -0.00246, -2.58289, -0.37759,  0.96494, -0.15754
 0.00066, -0.00141, -1.47595, -0.30067,  0.89148,  0.06266
-0.00033,  0.00070,  0.73798,  0.07603,  0.89362, -0.12563
 0.00099, -0.00211, -2.21399, -0.07951,  1.03967, -0.12605
 0.00116, -0.00246, -2.58289, -0.45190,  1.03937, -0.18898
 0.00083, -0.00176, -1.84491, -0.00434,  1.18878,  0.03117
 0.00033, -0.00070, -0.73798, -0.22464,  1.11548, -0.09441
 0.00099, -0.00211, -2.21399, -0.45102,  0.89081, -0.06318
 0.00116, -0.00246, -2.58289, -0.60049,  0.96494, -0.09467
 0.00116, -0.00246, -2.58289,  0.06821,  1.33691, -0.12610
 0.00099, -0.00211, -2.21399, -0.22812,  0.96527, -0.06318
 0.00099, -0.00211, -2.21399, -0.52533,  1.03967, -0.09462
 0.00099, -0.00211, -2.21399,  0.14338,  1.11414,  0.06255
 0.00116, -0.00246, -2.58289, -0.08038,  1.26251, -0.00037
 0.00050, -0.00106, -1.10699, -0.07691,  0.96628, -0.06303
 0.00182, -0.00387, -4.05884, -0.08385,  1.18671, -0.15775
 0.00000,  0.00000,  0.00000, -0.37149,  1.04169, -0.15717
 0.00083, -0.00176, -1.84491, -0.07864,  1.26318, -0.03170
 0.00066, -0.00141, -1.47595, -0.30067,  1.11475, -0.34598
 0.00132, -0.00282, -2.95190, -0.00695,  1.03900, -0.09472
 0.00066, -0.00141, -1.47595, -0.15208,  0.96594, -0.15738
 0.00132, -0.00282, -2.95190, -0.15556,  1.26215, -0.09472
-0.00017,  0.00035,  0.36899,  0.07516,  1.33972, -0.15713
 0.00099, -0.00211, -2.21399, -0.37671,  1.03967, -0.03175
 0.00017, -0.00035, -0.36899, -0.22378,  1.41345, -0.18866
 0.00099, -0.00211, -2.21399, -0.52533,  0.96527, -0.31465
 0.00083, -0.00176, -1.84491,  0.06995,  1.04004, -0.18887
 0.00116, -0.00246, -2.58289, -0.00608,  1.03937, -0.00037
 0.00066, -0.00141, -1.47595, -0.37497,  1.18915, -0.09452
 0.00099, -0.00211, -2.21399, -0.30241,  0.89081, -0.28323
 0.00132, -0.00282, -2.95190, -0.22986,  1.11340, -0.15759
-0.00033,  0.00070,  0.73798,  0.15032,  1.04242, -0.25137
 0.00050, -0.00106, -1.10699, -0.37411,  1.18945, -0.03159
 0.00099, -0.00211, -2.21399, -0.22812,  0.96527, -0.12605
 0.00165, -0.00352, -3.68982, -0.38019,  1.33588, -0.15770
 0.00149, -0.00317, -3.32080, -0.30504,  1.03864, -0.12621
 0.00066, -0.00141, -1.47595, -0.52356,  0.89148, -0.12595
 0.00066, -0.00141, -1.47595, -0.00347,  0.89148, -0.03164
 0.00050, -0.00106, -1.10699, -0.07691,  0.96628, -0.06303
 0.00149, -0.00317, -3.32080, -0.15642,  1.03864, -0.03190
 0.00033, -0.00070, -0.73798, -0.37325,  0.59457, -0.03154
 0.00099, -0.00211, -2.21399, -0.22812,  1.41174, -0.15749
 0.00099, -0.00211, -2.21399, -0.30241,  0.96527, -0.03175
 0.00116, -0.00246, -2.58289, -0.00608,  1.11377, -0.15754
 0.00083, -0.00176, -1.84491, -0.07864,  0.96561, -0.09457
 0.00099, -0.00211, -2.21399, -0.15382,  0.89081, -0.28323
 0.00050, -0.00106, -1.10699,  0.14599,  0.96628, -0.09446
 0.00017, -0.00035, -0.36899, -0.00087,  1.26453, -0.03149
 0.00017, -0.00035, -0.36899, -0.22378,  1.11584, -0.15723
 0.00033, -0.00070, -0.73798, -0.07604,  1.33862, -0.00010
 0.00116, -0.00246, -2.58289, -0.30330,  1.18817,  0.06250
 0.00066, -0.00141, -1.47595, -0.44928,  0.74268, -0.06308
 0.00149, -0.00317, -3.32080, -0.08212,  1.11304, -0.15764
 0.00000,  0.00000,  0.00000, -0.22290,  1.19049, -0.15717
 0.00050, -0.00106, -1.10699, -0.37411,  1.11511, -0.06303
 0.00083, -0.00176, -1.84491, -0.45016,  0.66794, -0.18887
 0.00083, -0.00176, -1.84491, -0.37585,  0.66794, -0.18887
 0.00116, -0.00246, -2.58289, -0.00608,  1.33691, -0.15754
 0.00116, -0.00246, -2.58289, -0.22899,  1.33691, -0.09467
 0.00066, -0.00141, -1.47595, -0.37497,  0.96594, -0.09452
-0.01867,  0.05947, 60.14648, -0.15580,  0.80096, -0.43590
-0.08768,  0.18886, 195.57813,  0.23729,  0.25699, -0.38127
-0.23592,  0.31203, 330.90625,  0.48164, -1.92590,  0.97455
-0.34886,  0.32809, 361.07813,  1.01849, -5.17236,  1.72968
-0.54031,  0.40138, 447.28125,  0.78018, -9.84912,  6.40479
-0.80444,  0.59955, 659.75000,  1.14288, -14.42090,  8.79150
-1.03986,  0.81339, 895.21875,  2.28833, -15.87158, 12.31787
-1.20850, -0.07399, 1071.93750,  2.54370, -18.10449, 14.93604
-1.29938, -0.32814, 1140.75000,  2.49902, -19.14941, 15.01611
-1.29004, -0.33540, 1121.18750,  2.67590, -19.97559, 12.37842
-1.28156,  0.09672, 1050.81250,  2.48340, -21.90723,  7.96533
-1.24646,  0.63950, 942.18750,  2.47095, -23.98535,  4.45947
-1.00006,  0.75476, 820.25000,  1.88550, -17.50195, -0.99539
-0.78436,  0.57373, 631.31250,  1.14874, -14.44629, -2.63647
-0.47006,  0.32574, 358.40625,  0.80667, -9.70947, -2.72095
-0.19724,  0.09862, 105.78516,  0.00337, -4.95679, -4.23315
-0.05460,  0.02436, 24.31934, -0.07928, -1.68793, -2.80652
-0.01743,  0.00871,  9.58398,  0.02724, -0.43713, -0.71628
-0.00042,  0.00398,  5.16528,  0.08498,  0.15379, -0.51514
-0.01754,  0.01555, 14.38184, -0.18185, -0.35866, -0.79926
-0.01721,  0.04147, 38.37695, -0.42949,  0.18459, -0.05735
-0.04691,  0.10616, 107.37891, -0.11892,  0.32353,  1.12000
-0.21992,  0.28177, 298.81250,  0.55481, -2.10461,  2.74170
-0.30492,  0.42795, 465.12500,  1.12000, -0.24079,  1.36768
-0.44449,  0.58786, 623.40625,  0.97934, -0.54361, -1.20605
-0.63513,  0.66858, 726.68750,  1.66199, -4.71948, -4.24878
-0.77127,  0.71744, 779.81250,  1.63995, -8.61328, -6.30469
-0.89789,  0.74979, 804.81250,  1.69922, -12.97949, -7.20483
-0.92310,  0.73846, 802.56250,  1.84314, -14.24512, -9.43408
-0.87552,  0.81369, 895.68750,  1.99188, -8.28076, -12.60010
-0.77859,  0.22900, 995.59375,  2.34534, -1.18250, -13.08496
-0.76874,  0.30525, 983.06250,  2.45886, -0.97189, -12.71045
-0.78104,  0.70715, 917.87500,  2.12683, -3.41895, -11.58789
-0.85022,  0.82999, 880.18750,  1.65540, -7.77466, -10.76953
-0.87048,  0.78345, 841.03125,  1.63690, -10.71338, -10.84619
-0.89706,  0.72491, 787.81250,  1.65924, -13.66455, -10.99268
-0.86951,  0.67535, 733.87500,  1.45593, -14.60596, -10.78271
-0.84164,  0.61563, 677.40625,  1.47028, -15.40186, -10.09131
-0.77225,  0.54962, 604.75000,  1.43994, -14.83984, -9.26367
-0.68384,  0.46788, 521.37500,  1.20074, -13.64990, -7.93457
-0.59213,  0.38968, 439.85938,  1.18994, -12.01172, -6.55249
-0.48274,  0.32462, 361.73438,  1.18823, -10.07764, -5.61597
-0.38785,  0.26877, 295.73438,  0.98904, -8.13232, -4.46362
-0.31087,  0.21338, 229.00781,  0.65045, -6.78101, -3.41162
-0.24055,  0.15840, 169.97656,  0.40852, -5.34717, -2.38086
-0.17727,  0.11437, 124.25391,  0.35301, -3.97559, -1.50458
-0.13757,  0.08316, 89.22656,  0.17915, -3.18982, -1.16986
-0.10468,  0.05865, 64.51953,  0.25766, -2.46863, -0.77765
-0.08272,  0.04189, 46.07813,  0.13095, -2.03882, -0.74411
-0.05979,  0.03174, 32.06641, -0.20596, -1.53143, -0.62686
-0.03112,  0.02114, 20.64551, -0.16415, -0.72467, -0.33246
-0.00445,  0.00962,  7.74854, -0.20416,  0.00743, -0.18929
