Rate: 50 Hz
      Fx,        Fy,        Fz,        Mx,        My,        Mz
       N,         N,         N,       N-m,       N-m,       N-m
 0.00199, -0.00423, -4.42798, -0.01042,  1.93054, -0.53500
 0.00281, -0.00599, -6.27271, -0.16338,  1.92877, -0.50385
 0.00199, -0.00423, -4.42798, -0.67914,  2.00488, -0.47212
 0.00215, -0.00458, -4.79688, -0.08559,  1.93024, -0.34645
 0.00199, -0.00423, -4.42798, -0.15903,  1.85620, -0.34641
 0.00182, -0.00387, -4.05884, -0.00955,  1.78192, -0.47209
 0.00215, -0.00458, -4.79688, -0.15990,  2.22791, -0.56653
 0.00232, -0.00493, -5.16577, -0.30937,  1.63214, -0.31508
 0.00480, -0.01021, -10.70020, -0.39670,  1.92468, -0.03295
 0.00281, -0.00599, -6.27271, -0.38629,  1.77991, -0.09519
 0.00314, -0.00669, -7.01074, -0.01650,  1.70483, -0.34677
 0.00232, -0.00493, -5.16577, -0.45798,  1.78094, -0.34651
 0.00381, -0.00810, -8.48633,  0.05433,  2.29858, -0.31557
 0.00165, -0.00352, -3.68982, -0.15729,  2.08008, -0.53494
 0.00182, -0.00387, -4.05884, -0.30678,  2.00513, -0.25204
 0.00298, -0.00634, -6.64160, -0.38715,  2.00281, -0.37814
 0.00149, -0.00317, -3.32080, -0.08212,  2.15479, -0.50342
 0.00182, -0.00387, -4.05884, -0.00955,  1.93079, -0.44067
 0.00281, -0.00599, -6.27271, -0.08907,  1.77991, -0.44096
 0.00182, -0.00387, -4.05884, -0.15816,  2.00513, -0.50351
 0.00232, -0.00493, -5.16577,  0.06214,  2.00427, -0.53516
 0.00298, -0.00634, -6.64160,  0.13297,  1.70520, -0.31528
 0.00149, -0.00317, -3.32080, -0.60226,  1.85718, -0.47198
 0.00265, -0.00563, -5.90381, -0.08820,  1.92914, -0.50378
 0.00232, -0.00493, -5.16577,  0.28502,  1.92987, -0.53516
 0.00265, -0.00563, -5.90381, -0.31111,  2.00342, -0.47235
 0.00248, -0.00528, -5.53467, -0.23594,  2.22729, -0.53519
 0.00165, -0.00352, -3.68982, -0.52881,  1.48468, -0.50348
 0.00281, -0.00599, -6.27271,  0.05953,  1.85443, -0.50385
 0.00232, -0.00493, -5.16577, -0.23507,  1.92987, -0.56656
 0.00265, -0.00563, -5.90381, -0.08820,  1.92914, -0.44093
 0.00281, -0.00599, -6.27271, -0.16338,  2.00317, -0.50385
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
 0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
-0.00017,  0.00035,  0.36899,  0.07516,  0.37239, -0.03138
 0.00066, -0.00141, -1.47595, -0.15208,  0.37065, -0.06308
 0.00083, -0.00176, -1.84491,  0.21854,  0.51917,  0.03117
 0.00000,  0.00000,  0.00000,  0.07430,  0.14881, -0.03143
-0.00033,  0.00070,  0.73798,  0.07603,  0.59598, -0.12563
