,frame_id,player,x,y
61530,4102,1,67.06115503877257,14.048823073757454
61531,4102,8,77.28953390530535,8.74662072775628
61532,4102,11,43.51404529562113,1.929075940770712
61533,4102,4,77.31917486039661,9.108977749871862
61534,4102,2,76.94569218425924,11.190284359115504
61535,4102,13,66.13212018433451,40.57027806740388
61536,4102,12,68.27890746709751,32.441824806069775
61537,4102,9,72.94806958181044,3.2975993437729194
61538,4102,6,66.22822689413009,18.80336804749741
61539,4102,15,37.81618222399278,19.823242207164984
61540,4102,14,41.900033301877386,50.83690566319875
61541,4102,7,66.8213354558226,23.509476226285315
61542,4102,3,78.10581562569227,3.634192003774857
61543,4102,5,76.58209051395649,7.840544205398682
61544,4102,10,67.14402675983446,27.9776219091178
61545,4103,3,78.084568831947,3.640699312820448
61546,4103,8,77.29431519556827,8.91399055212191
61547,4103,5,76.59040394689231,7.981507101716552
61548,4103,7,66.83195884458674,23.50622254692302
61549,4103,6,66.24947367568821,18.796860704253938
61550,4103,1,67.06115503877257,14.048823073757454
61551,4103,12,68.27890746709751,32.441824806069775
61552,4103,4,77.26018888754355,9.219902396764583
61553,4103,2,76.96932964711709,11.267461951511397
61554,4103,10,67.14402675983446,27.9776219091178
61555,4103,9,72.91983892562288,3.58482207610102
61556,4103,13,66.13212018433451,40.57027806740388
61557,4103,11,43.55183824605304,1.976593265021405
61558,4103,15,37.81618222399278,19.823242207164984
61559,4103,14,41.71234447333801,50.86906531163861
61560,4104,5,76.62466476701813,8.055431036505656
61561,4104,7,66.83195884458674,23.50622254692302
61562,4104,4,77.21891754425901,9.35072665999401
61563,4104,3,78.05269864163633,3.650460277159848
61564,4104,8,77.34159006776001,9.068345727708111
61565,4104,14,41.58013633512866,50.892674214841286
61566,4104,13,66.12502883868201,40.54712475006458
61567,4104,9,72.95298492745846,3.844805136021421
61568,4104,11,43.58137152876377,2.0350820250644635
61569,4104,15,37.81618222399278,19.823242207164984
61570,4104,2,76.94457763839713,11.376343389757904
61571,4104,10,67.15465014659232,27.97436822267474
61572,4104,12,68.27890746709751,32.441824806069775
61573,4104,6,66.24947367568821,18.796860704253938
61574,4104,1,67.03518075373677,14.039894860905632
61575,4105,3,78.03381558613236,3.6646853427495536
61576,4105,4,77.1103467665149,9.451512684622248
61577,4105,8,77.34990352972609,9.209308614030874
61578,4105,9,72.98729938817137,4.070663485076096
61579,4105,5,76.67191272496764,8.133819070900618
61580,4105,10,67.15228638006325,27.966650451742687
61581,4105,7,66.85556938286481,23.50743295970048
61582,4105,11,43.65222995911127,2.114681073358364
61583,4105,13,66.10731411429347,40.52722513832809
61584,4105,2,76.94343616356987,11.486435257268695
61585,4105,14,41.43494102328749,50.91181902476683
61586,4105,15,37.837429013507375,19.81673488624281
61587,4105,1,67.05642753967562,14.033387531124037
61588,4105,12,68.28363501124815,32.45726034479021
61589,4105,6,66.2577333123448,18.78588925989282
61590,4106,2,76.96946431195262,11.647297773512832
61591,4106,6,66.2577333123448,18.78588925989282
61592,4106,8,77.31099593049802,9.34785063386116
61593,4106,13,66.09785898820662,40.49635404894686
61594,4106,9,72.95200440008388,4.410700118033009
61595,4106,14,41.292109505566,50.93868163652413
61596,4106,10,67.19477992778081,27.95363570652768
61597,4106,4,77.0159315477114,9.52263810916644
61598,4106,12,68.29545387072781,32.49584919296192
61599,4106,5,76.68375833199205,8.248375025970685
61600,4106,7,66.87681616043113,23.500925601577165
61601,4106,1,67.05642753967562,14.033387531124037
61602,4106,15,37.8350652563915,19.809017080435915
61603,4106,3,78.00667286898266,3.6898818230364014
61604,4106,11,43.71010125362847,2.1898159570626827
61605,4107,1,67.07177843344931,14.045569407637869
61606,4107,15,37.85631204616245,19.802509759259625
61607,4107,9,72.88720297826552,4.768215484155004
61608,4107,3,77.96890675682526,3.718331957922512
61609,4107,6,66.27425258325454,18.76394637203569
61610,4107,14,41.18587571422884,50.97121872450497
61611,4107,7,66.8874395501628,23.49767192160418
61612,4107,11,43.73373860847839,2.2669939491821296
61613,4107,13,66.09076764308227,40.47320073282754
61614,4107,12,68.31789611489044,32.53118434722597
61615,4107,5,76.64365539123496,8.345074587636471
61616,4107,10,67.25852024735286,27.93411358929638
61617,4107,8,77.25907428587979,9.405961404516368
61618,4107,4,76.90380170058937,9.573863920094464
61619,4107,2,77.02855798506734,11.840241752573874
61620,4108,11,43.77625903240461,2.329946868826058
61621,4108,9,72.82476531468402,5.133448625327745
61622,4108,5,76.61653958975249,8.446238248796394
61623,4108,7,66.93466062668396,23.500092747877343
61624,4108,12,68.35805305805049,32.586419117644475
61625,4108,15,37.83033774309098,19.793581467858544
61626,4108,4,76.83541458315464,9.805851859999088
61627,4108,3,77.9512189906896,3.77439946889276
61628,4108,1,67.10484396810253,14.077650933327654
61629,4108,2,77.08292416905344,12.017750212275658
61630,4108,14,41.05366757502516,50.99482762598528
61631,4108,10,67.33288395484952,27.91133778547892
61632,4108,6,66.31085026633554,18.76962090141783
61633,4108,13,66.0789487359144,40.434611870886094
61634,4108,8,77.32281465079144,9.386439427787842
61635,4109,7,66.99250509338961,23.499259892592868
61636,4109,6,66.33446080570232,18.77083132839323
61637,4109,1,67.14853289509055,14.106478793610837
61638,4109,12,68.40293754848861,32.65708942505557
61639,4109,5,76.57526822896511,8.577062511947897
61640,4109,11,43.77864958426413,2.4136321344837395
61641,4109,8,77.36299830192387,9.517641326089889
61642,4109,4,76.8248450172989,9.961039845390165
61643,4109,9,72.78123758818188,5.560423890728316
61644,4109,15,37.82561022959614,19.77814585550992
61645,4109,3,77.93116748775746,3.8227492233154514
61646,4109,2,77.08180964618705,12.203809245739947
61647,4109,14,40.9238232309565,51.02615432905315
61648,4109,13,66.08484455330203,40.41592262222445
61649,4109,10,67.44620912086,27.90195423557289
61650,4110,11,43.79755947075131,2.475374526988549
61651,4110,8,77.35946613887296,9.544048265962632
61652,4110,15,37.82324647308231,19.770428049083968
61653,4110,10,67.61737875325247,27.89173779450964
61654,4110,13,66.12733807791798,40.40290780388742
61655,4110,9,72.77311225379029,5.951231253455198
61656,4110,2,77.05705765193895,12.312690690404333
61657,4110,4,76.77531403924898,10.102835545578838
61658,4110,6,66.36752636402241,18.802912845319355
61659,4110,5,76.51508692666101,8.646144698593488
61660,4110,1,67.2075727178445,14.147488528553088
61661,4110,14,40.80577046690139,51.02010240449909
61662,4110,3,77.90522006332857,3.8897881488423742
61663,4110,12,68.45608165115914,32.71678826751331
61664,4110,7,67.07749220389083,23.473230458532747
61665,4111,15,37.78545338857808,19.722910724148683
61666,4111,11,43.87431383659113,2.536284334990296
61667,4111,10,67.81688645722164,27.898167290096687
61668,4111,8,77.35715621770844,9.688264817129202
61669,4111,4,76.69980878554917,10.235703056541784
61670,4111,13,66.16866334751585,40.42401777759218
61671,4111,2,77.05830688672408,12.50646748576306
61672,4111,3,77.85802584623059,3.963334384505476
61673,4111,5,76.46196995338978,8.66241300564042
61674,4111,9,72.78859747645849,6.343249076262172
61675,4111,12,68.513953297988,32.79192264943302
61676,4111,7,67.21559625843159,23.43093262624697
61677,4111,6,66.47848778609226,18.78581166904668
61678,4111,14,40.70423687549021,50.99210745272236
61679,4111,1,67.3976523631221,14.199014568830693
61680,4112,5,76.41830795325879,8.709552352344474
61681,4112,1,67.6125109379695,14.217626294698269
61682,4112,8,77.31822171417396,9.750839687428387
61683,4112,4,76.62903102460577,10.384006090120812
61684,4112,6,66.74880007452572,18.71990541233219
61685,4112,12,68.57772078516967,32.84836779720772
61686,4112,2,77.00407541583482,12.708794861997884
61687,4112,14,40.56493735317092,50.99256294140077
61688,4112,3,77.77423396396462,4.031206070086579
61689,4112,15,37.77836211896316,19.69975730505603
61690,4112,9,72.73920079375432,6.864880747684104
61691,4112,11,43.95579567441382,2.612629738748252
61692,4112,13,66.13679320372965,40.43377889285875
61693,4112,10,68.063615239639,27.90701757454584
61694,4112,7,67.4422466005903,23.412165663504275
61695,4113,6,66.96132192688913,18.806766543720222
